game_id,screen_title_en,screen_title_native,cover_title_en,cover_title_native,release_date
kaizouchoujinshubibinman3inp,Kaizō Chōjin Shubibinman 3: Ikai no Princess,改造町人シュビビンマン3 異界のプリンセス,Kaizō Chōjin Shubibinman 3: Ikai no Princess,改造町人シュビビンマン3 異界のプリンセス,1992-02-28
kakutouhaoudensetsualgunos,Kakutō Haō Densetsu Algunos,格闘覇王伝説アルガノス,Kakutō Haō Densetsu Algunos,格闘覇王伝説 Algunos アルガノス,1994-01-28
kawanonushitsurishizenha,Kawa no Nushi Tsuri: Shizenha,川のぬし釣り自然派,Kawa no Nushi Tsuri: Shizenha,川のぬし釣り自然派,1992-03-27
kazekirininjaaction,Kaze Kiri: Ninja Action,風霧 Ninja Action,Kaze Kiri: Ninja Action,風霧 Kaze Kiri: Ninja Action,1994-04-28
kazenodensetsuxanadu2,Kaze no Densetsu Xanadu II,風の伝説ザナドゥII,The Legend of Xanadu: Kaze no Densetsu Xanadu II,The Legend of Xanadu 風の伝説ザナドゥII,1995-06-30
kiaidan00,Kiaidan 00,キアイダン00,Kiaidan 00,キアイダン00 キアイダン ダブルオー,1992-10-23
kidoukeisatsupatlaborgriffonhen,Kidō Keisatsu Patlabor,機動警察パトレイバー,Patlabor: Chapter of Griffon,,1993-09-30
kisoulouga,Kisō Louga,Louga 機装ルーガ,Louga,,1993-12-03
kisoulouga2tefs,Kisō Louga II: The Ends of Shangrila,Louga II 機装ルーガ The Ends of Shangrila,Kisō Louga II: The Ends of Shangrila,Louga II 機装ルーガ The Ends of Shangrila,1995-05-26
koseikibeastsanjuushigfkh,KO Seiki Beast Sanjūshi: Gaia Fukkatsu: Kanketsu-hen,KO世紀ビースト三獣士 ガイア復活 完結編,KO Seiki Beast Sanjūshi: Gaia Fukkatsu: Kanketsu-hen,KO世紀ビースト三獣士 ガイア復活 完結編,1994-06-17
ldis,L-Dis,L-Dis エルディス,L-Dis,L-Dis エルディス,1991-04-05
ladyphantom,Lady Phantom,レディファントム,Lady Phantom,レディファントム,1991-11-29
langrisser,Langrisser: Hikari no Matsuei,ラングリッサー 光輝の末裔,Langrisser: Hikari no Matsuei,ラングリッサー 光輝の末裔,1993-08-03
laplacenoma,Laplace no Ma,ラプラスの魔,Laplace no Ma,ラプラスの魔,1993-03-30
cosmicfantasyvisualshuu,Laser Soft Visual Collection: Cosmic Fantasy,Laser Soft Visual Collection コズミック・ファンタジー,Laser Soft Visual Collection Vol. 1: Cosmic Fantasy Visual-shū,Laser Soft Visual Collection Vol. 1: コズミック・ファンタジー　ビジュアル集,1993-02-12
valisvisualshuu,Laser Soft Visual Collection: Valis,Laser Soft Visual Collection ヴァリス,Laser Soft Visual Collection Vol. 2: Valis Visual-shū,Laser Soft Visual Collection Vol. 2: ヴァリス　ビジュアル集,1993-02-19
lastarmageddon,Last Armageddon,Last Armageddon ラスト・ハルマゲドン,Last Armageddon,Last Armageddon ラスト・ハルマゲドン,1990-08-31
lastarmageddon,Last Armageddon,Last Armageddon ラスト・ハルマゲドン,Last Armageddon,Last Armageddon ラスト・ハルマゲドン,
legion,Legion,,Legion,Legion レギオン,1990-09-21
legion,Legion,,Legion,Legion レギオン,
lemmings,Lemmings,,Lemmings,Lemmings レミングス,1992-11-27
linda3,Linda³,Linda³ リンダキューブ,Linda³,Linda³ リンダキューブ,1995-10-13
linda3,Linda³,Linda³ リンダキューブ,Linda³,Linda³ リンダキューブ,
loom,Loom,,Loom,Loom ルーム,1992-09-25
lordofwars,Lord of Wars,,Lord of Wars,Lord of Wars ロードオブウォーズ,1991-11-29
madstalkerfullmetalforce,Mad Stalker: Full Metal Force,,Mad Stalker: Full Metal Force,,1994-09-15
madoumonogatari1honoonosotsuenji,Madō Monogatari I: Honoo no Sotsuenji,魔導物語I 炎の卒園児,Madō Monogatari I: Honoo no Sotsuenji,魔導物語I 炎の卒園児,1996-12-13
magicalsaurustour,Magical Saurus Tour,マジカルサウルスツアー,Magical Saurus Tour,マジカルサウルスツアー,1990-08-24
magicoal,Magicoal,,Magicoal,Magicoal マジクール,1993-10-29
mahjongclinicspecial,Mahjong Clinic Special,Mah-jong クリニック Special,Mahjong Clinic Special,Mah-jong クリニック Special,1993-09-24
magicallemonangel,Mahjong Lemon Angel,マージャンレモンエンジェル,Mahjong Lemon Angel,マージャンレモンエンジェル,1994-02-25
mahjongonthebeach,Mahjong on the Beach,麻雀オンザビーチ,Mahjong on the Beach,麻雀オンザビーチ,1993-09-30
mahjongswordprincessquestgaiden,Mahjong Sword: Princess Quest Gaiden,Mahjong Sword マージャ・ンソード プリンセスクエスト外伝,Mahjong Sword: Princess Quest Gaiden,Mahjong Sword マージャ・ンソード プリンセスクエスト外伝,1995-10-13
mahjongvanillasyndrome,Mahjong Vanilla Syndrome,まーじゃんバニラシンドローム,Mahjong Vanilla Syndrome,まーじゃんバニラシンドローム,1991-10-25
mahjongvanillasyndrome,Mahjong Vanilla Syndrome,まーじゃんバニラシンドローム,Mahjong Vanilla Syndrome,まーじゃんバニラシンドローム,1991-10-25
mamonohunteryoukomknt,Mamono Hunter Yōko,魔物ハンター妖子,Mamono Hunter Yōko: Makai kara no Tenkōsei,魔物ハンター妖子 魔界からの転校生,1992-03-13
mamonohunteryoukoty,Mamono Hunter Yōko: Tooki Yobigoe,魔物ハンター妖子 遠き呼び声,Mamono Hunter Yōko: Tooki Yobigoe,魔物ハンター妖子 遠き呼び声,1993-01-08
martialchampion,Martial Champion,Martial Champion マーシャルチャンピオン,Martial Champion,Martial Champion マーシャルチャンピオン,1993-12-17
mashoudenkilavaleur,Mashō Denki: La Valeur,魔晶伝記 La Valeur ラ・ヴァルー,Mashō Denki: La Valeur,魔晶伝記 La Valeur ラ・ヴァルー,1991-03-22
masterofmonsters,Master of Monsters,,Master of Monsters,Master of Monsters マスターオブモンスターズ,1991-02-15
megamitengoku,Megami Tengoku: Megami Paradise,女神天国 Megami Paradise,Megami Tengoku: Megami Paradise,女神天国 Megami Paradise,1994-09-30
metalangel,Metal Angel,Metal Angel メタル エンジェル,Metal Angel,Metal Angel メタル エンジェル,1993-09-24
metalangel2,Metal Angel 2,,Metal Angel 2,Metal Angel メタル エンジェル 2,1995-01-20
metamorjupiter,MetamorJupiter,,MetamorJupiter,MetamorJupiter メタモ ジュピター,1993-01-22
mightandmagicbookonesecretoftheinnersanctum,Might and Magic,,Might and Magic,Might and Magic マイトアンドマジック,1992-01-24
mightandmagic3islesofterra,Might and Magic III: Isles of Terra,,Might and Magic III: Isles of Terra,Might and Magic III: Isles of Terra マイトアンドマジックIII,1993-10-29
minesweeper,Minesweeper,,Minesweeper,,1992-03-20
miraishounenconan,Mirai Shōnen Conan,未来少年コナン,Mirai Shōnen Conan,未来少年コナン,1992-02-28
mitsubachigakuen,Mitsubachi Gakuen,みつばち学園,Mitsubachi Gakuen,みつばち学園 Mitsubachi Gakuen,1990-09-14
monstermakeryaminoryuukishi,Monster Maker: Yami no Ryūkishi,Monster Maker 闇の竜騎士,Monster Maker: Yami no Ryūkishi,Monster Maker モンスターメーカー 闇の竜騎士,1994-03-30
monstermakeryaminoryuukishi,Monster Maker: Yami no Ryūkishi,Monster Maker 闇の竜騎士,Monster Maker: Yami no Ryūkishi,Monster Maker モンスターメーカー 闇の竜騎士,1994-03-30
moonlightlady,Moonlight Lady,ムーンライトレディ,Moonlight Lady,ムーンライトレディ,1993-03-26
motoroadermc,MotoRoader MC,MotoRoader モトローダーMC,MotoRoader MC,MotoRoader モトローダーMC,1992-12-18
motteketamago,Motteke Tamago,もってけたまご,Motteke Tamago,もってけたまご,1997-04-16
mugensenshivalistloafs,Mugen Senshi Valis: The Legend of a Fantasm Soldier,夢幻戦士ヴァリス The Legend of a Fantasm Soldier,Mugen Senshi Valis: The Legend of a Fantasm Soldier,夢幻戦士ヴァリス The Legend of a Fantasm Soldier,1992-03-19
murderclub,Murder Club,,J. B. Harold Series #1: Murder Club,J. B. Harold Series #1: Murder Club 殺人クラブ,1990-11-23
mysticformula,MysticFormula,,MysticFormula,,1993-07-23
nekketsukoukoudodgeballbusoccerhen,Nekketsu Kōkō Dodgeball-bu: CD Soccer-hen,熱血高校ドッジボール部 CDサッカー編,Nekketsu Kōkō Dodgeball-bu: CD Soccer-hen,熱血高校ドッジボール部 CDサッカー編,1991-12-20
nekketsulegendbaseballer,Nekketsu Legend Baseballer,熱血レジェンド ベースボーラー,Nekketsu Legend Baseballer,熱血レジェンド ベースボーラー,1995-06-16
nemurenuyorunochiisanaohanashi,Nemurenu Yoru no Chiisana Ohanashi,眠れぬ夜の小さなお話,Nemurenu Yoru no Chiisana Ohanashi,眠れぬ夜の小さなお話,1993-07-30
neonectaris,Neo Nectaris,,Neo Nectaris,,1994-07-29
nexzr,Nexzr,Nexzr ネクスザール,Nexzr,,1992-12-11
nexzrspecial,Nexzr Special,Nexzr Special ネクスザール,Summer Carnival '93: Nexzr Special,Summer Carnival '93 ネクスザールスペシャル,1993-07-23
hokutoseinoonna,Nishimura Kyōtarō Mystery: Hokutosei no Onna,西村京太郎 北斗星の女,Nishimura Kyōtarō: Hokutosei no Onna,西村京太郎ミステリー 北斗星の女,1990-02-23
noriko,No・Ri・Ko,,No・Ri・Ko,,1988-12-04
nobunaganoyaboubushoufuuunroku,Nobunaga no Yabō: Bushō Fūunroku,信長の野望 武将風雲録,Nobunaga no Yabō: Bushō Fūunroku,信長の野望 武将風雲録,1993-02-27
nobunaganoyabouzenkokuban,Nobunaga no Yabō: Zenkokuban,信長の野望 全・国・版,Nobunaga no Yabō: Zenkokuban,信長の野望 全・国・版,1993-12-11
ookamitekimonshoucrestofwolf,Ookami-teki Monshō: Crest of Wolf,狼的紋章 Crest of Wolf,Ookami-teki Monshō: Crest of Wolf,狼的紋章 Crest of Wolf,1993-02-26
orgelpsychicdetectiveseriesvol4,Orgel: Psychic Detective Series Vol 4,,Orgel: Psychic Detective Series Vol.4,Orgel: Psychic Detective Series Vol.4 サイキック・ディテクティブ・シリーズ Vol.4 オルゴール,1993-08-06
pachiokunmaboroshinodensetsu,Pachio-kun: Maboroshi no Densetsu,パチ夫くん幻の伝説,Pachio-kun: Maboroshi no Densetsu,パチ夫くん幻の伝説,1991-04-19
pachiokunmaboroshinodensetsu,Pachio-kun: Maboroshi no Densetsu,パチ夫くん幻の伝説,Pachio-kun: Maboroshi no Densetsu,パチ夫くん幻の伝説,
pachiokunwarauuchuu,Pachio-kun: Warau Uchū,パチ夫くん笑う宇宙,Pachio-kun: Warau Uchū,パチ夫くん笑う宇宙,1992-12-22
pachiokun3pachisloandpachinko,Pachio-kun 3: PachiSlo & Pachinko,パチ夫くん3 パチスロ&パチンコ,Pachio-kun 3: PachiSlo & Pachinko,パチ夫くん3 パチスロ&パチンコ,1994-04-15
palladion,Palladion: Auto Crusher Palladium,パラディオン Auto Crusher Palladium,Palladion: Auto Crusher Palladium,パラディオン Auto Crusher Palladium,1994-02-25
pastellime,Pastel Lime,パステル Lime ライム,Pastel Lime,パステル Lime ライム,1992-12-18
policeconnection,Police Connection,ポリス・コネクション,Police Connection,ポリス・コネクション,1993-02-26
pang,Pomping World,Pomping World ポンピング・ワールド,Pomping World,Pomping World ポンピングワールド,1991-05-31
popnmagic,Pop'n Magic,ぽっぷ’ｎ まじっく,Pop'n Magic,ぽっぷ’ｎ まじっく,1992-07-24
popfulmail,PopfulMail: Magical Fantasy Adventure,ぽっぷるメイル Magical Fantasy Adventure,PopfulMail: Magical Fantasy Adventure,ぽっぷるメイル PopfulMail: Magical Fantasy Adventure,1994-08-12
populousthepromisedlands,Populous: The Promised Lands,,Populous: The Promised Lands,,1991-10-25
princeofpersia,Prince of Persia,,Prince of Persia,Prince of Persia プリンス・オブ・ペルシャ,1991-11-08
princessmaker1,Princess Maker 1,Princess Maker プリンセスメーカー1,Princess Maker 1,プリンセスメーカー1,1995-01-03
princessmaker2,Princess Maker 2,,Princess Maker 2,,1995-06-16
princessminerva,Princess Minerva,プリンセス♥ミネルバ,Princess Minerva,プリンセス♥ミネルバ,1994-03-25
privateeyedol,Private Eye Dol,,Private Eye Dol,Private Eye Dol プライベート・アイ・ドル,1995-08-11
projectf,Project F,,F1 Team Simulation: Project F,F1 チーム シュミレーション Project F,1992-09-04
psychicstorm,Psychic Storm,,Psychic Storm,,1992-03-19
puyopuyo,Puyo Puyo CD,ぷよぷよCD,Puyo Puyo CD,ぷよぷよCD,1994-04-22
puyopuyo2,Puyo Puyo Tsū CD,ぷよぷよ通 CD,Puyo Puyo Tsū CD,ぷよぷよ通 CD,1996-03-29
quizavenue,Quiz Avenue,,Quiz Avenue,Quiz Avenue クイズアベニュー,1991-02-15
quizavenue2,Quiz Avenue 2,,Quiz Avenue II,Quiz Avenue II クイズアベニューII,1991-10-11
quizavenue3,Quiz Avenue III,,Quiz Avenue III,Quiz Avenue III クイズアベニューIII,1994-11-25
quizcaravancultq,Quiz Caravan Cult Q,クイズキャラバン カルトQ,Quiz Caravan Cult Q,クイズキャラバン カルトQ,1993-05-28
quizmarugototheworld,Quiz Marugoto the World,クイズ まるごとTheワールド,Quiz Marugoto the World,Quiz まるごとTheワールド,1991-04-05
quizmarugototheworld,Quiz Marugoto the World,クイズ まるごとTheワールド,Quiz Marugoto the World,Quiz まるごとTheワールド,
quizmarugototheworld2tmno,Quiz Marugoto the World 2: Time Machine ni Onegai!,Quiz まるごとTheワールド2 タイムマシンにお願い!,Quiz Marugoto the World 2: Time Machine ni Onegai!,Quiz まるごとTheワールド2 タイムマシンにお願い!,1992-03-27
quiztonosamanoyabou,Quiz Tonosama no Yabō,クイズ殿様の野望,Quiz Tonosama no Yabō,クイズ殿様の野望,1992-10-10
quizdegakuensai,Quiz de Gakuensai,クイズde学園祭,Quiz de Gakuensai,クイズde学園祭,1993-11-26
quiznohoshi,Quiz no Hoshi,クイズの星,Quiz no Hoshi: Star of Quiz,クイズの星 Star of Quiz,1992-08-10
rtype,R-Type Complete CD,,R-Type Complete CD,,1991-12-20
raibowislands,Rainbow Islands: The Story of Bubble Bobble 2,,Rainbow Islands,,1993-06-30
rallychampionship,Rally Championship,,Rally Championship,Rally Championship チャンピオンシップ★ラリー,1993-08-06
ranmanibunnoichi,Ranma ½,らんま½ Ranma Nibunnoichi,Ranma ½,らんま½ Ranma Nibunnoichi,1990-12-07
ranmanibunnoichidgmkr,Ranma ½: Datō‚ Ganso Musabetsu Kakutō-ryū!,らんま½ Ranma Nibunnoichi 打倒、元祖無差別格闘流!,Ranma ½: Datō‚ Ganso Musabetsu Kakutō-ryū!,らんま½ Ranma Nibunnoichi 打倒、元祖無差別格闘流!,1992-10-02
ranmanibunnoichitnh,Ranma ½: Toraware no Hanayome,らんま½ Ranma Nibunnoichi とらわれの花嫁,Ranma ½: Toraware no Hanayome,らんま½ Ranma Nibunnoichi とらわれの花嫁,1991-12-06
rayxanber2,Rayxanber II,,Rayxanber II,,1991-06-07
rayxanber3,Rayxanber III,,Rayxanber III,,1992-06-26
lodosstousenki,Record of Lodoss War,,Lodoss-tō Senki: Record of Lodoss War,ロードス島戦記 Record of Lodoss War,1992-07-17
lodosstousenki2,Record of Lodoss War II,,Lodoss-tō Senki II: Record of Lodoss War,ロードス島戦記II Record of Lodoss War,1994-12-16
redalert,Red Alert,,Red Alert,Red Alert レッドアラート,1989-12-28
rennyblaster,Renny Blaster,,Renny Blaster,Renny Blaster レニーブラスター,1995-06-23
lordsoftherisingsun,Rising Sun,,Rising Sun,,1992-03-13
roadspirits,Road Spirits,,Road Spirits,,1991-03-22
romromstadium,ROM ROM Stadium,Rom Rom スタジアム,ROM ROM Stadium,Rom Rom スタジアム,1989-12-22
romromkaraokevol1,ROM² Karaoke,ROM²カラオケ,ROM² Karaoke Vol 1: Suteki ni Standard,ROM²カラオケ Vol 1 すてきにスタンダード,1989
romromkaraokevol2,ROM² Karaoke,ROM²カラオケ,ROM² Karaoke Vol 2: Nattoku Idol,ROM²カラオケ Vol 2 なっとくアイドル,1990
romromkaraokevol3,ROM² Karaoke,ROM²カラオケ,ROM² Karaoke Vol 3: Yappashi Band,ROM²カラオケ Vol 3 やっぱしバンド,1990
romromkaraokevol4,ROM² Karaoke,ROM²カラオケ,ROM² Karaoke Vol 4: Choito Otona!?,ROM²カラオケ Vol 4 ちょいとおとな!?,1990
romromkaraokevol5,ROM² Karaoke,ROM²カラオケ,ROM² Karaoke Vol 5: Karaoke Maku no Uchi,ROM²カラオケ Vol 5 カラオケ幕の内,1990
romromkaraokevolume1,ROM² Karaoke Vol. 1,,ROM² Karaoke Volume 1,,1989
romromkaraokevolume1,ROM² Karaoke Vol. 1,,ROM² Karaoke Volume 1,,1989
romromkaraokevolume2,ROM² Karaoke Vol. 1,,ROM² Karaoke Volume 2,,1989
romromkaraokevolume3,ROM² Karaoke Vol. 3,,ROM² Karaoke Volume 3,,1989
romromkaraokevolume5,ROM² Karaoke Vol. 4,,ROM² Karaoke Volume 4,,1990
romromkaraokevolume6,ROM² Karaoke Vol. 5,,ROM² Karaoke Volume 5,,1990
ruinkaminoisan,Ruin: Kami no Isan,ルイン 神の遺産,Ruin: Kami no Isan,ルイン 神の遺産,1993-11-19
ryuukonoken,Ryūko no Ken,龍虎の拳,Ryūko no Ken,龍虎の拳,1994-03-26
sangokushietnn,Sangokushi: Eiketsu Tenka ni Nozomu,三国志 英傑天下に臨む,Sangokushi: Eiketsu Tenka ni Nozomu,三国志 英傑天下に臨む,1991-03-29
sangokushi3,Sangokushi III,三國志III,Sangokushi III,三國志III,1993-10-01
schwarzschild2,Schwarzschild,,Super Schwarzschild,Super Schwarzschild スーパーシュヴァルツシルト,1991-12-06
superschwarzschild2,Schwarzschild 2: Face the Crisis,,Super Schwarzschild 2 スーパーシュヴァルツシルト2,,1992-12-04
seireisenshispriggan,Seirei Senshi Spriggan,精霊戦士 Spriggan スプリガン,Seirei Senshi Spriggan,精霊戦士 Spriggan スプリガン,1991-07-12
seiryuudensetsumonbit,Seiryū Densetsu Monbit,聖竜伝説モンビット Monbit,Seiryū Densetsu Monbit,聖竜伝説モンビット Monbit,1991-08-30
seiryuudensetsumonbit,Seiryū Densetsu Monbit,聖竜伝説モンビット Monbit,Seiryū Densetsu Monbit,聖竜伝説モンビット Monbit,
seisenshidenshoujantakunokishi,Seisenshi Denshō: Jantaku no Kishi,聖戦士伝承 雀卓の騎士,Seisenshi Denshō: Jantaku no Kishi,聖戦士伝承 雀卓の騎士,1994-08-01
seiyamonogatariafs,Seiya Monogatari: AnEarth Fantasy Stories,聖夜物語 AnEarth Fantasy Stories,Seiya Monogatari: AnEarth Fantasy Stories,聖夜物語 AnEarth Fantasy Stories,1995-12-22
sengokukantousangokushi,Sengoku Kantō Sangokushi,戦国関東三国志,Sengoku Kantō Sangokushi,戦国関東三国志,1991-06-28
sexyidolmahjong,Sexy Idol Mahjong,セクシーアイドル麻雀,Sexy Idol Mahjong,セクシーアイドル麻雀,1993-12-24
sexyidolmahjongyakyuukennouta,Sexy Idol Mahjong: Yakyūken no Uta,セクシーアイドル麻雀 野球拳の詩,Sexy Idol Mahjong: Yakyūken no Uta,セクシーアイドル麻雀 野球拳の詩,1995-01-31
sexyidolmahjongfashionmonogatari,Sexy Idol: Mahjong Fashion Monogatari,セクシーアイド ルまーじゃんファッション物語,Sexy Idol: Mahjong Fashion Monogatari,セクシーアイド ルまーじゃんファッション物語,1994-09-16
shanghai2,Shanghai II,上海II,Shanghai II,上海II,1990-04-13
shapeshifter,Shapeshifter,,Shapeshifter: Makai Eiyūden,Shapeshifter シェイプシフター 魔界英雄伝,1992-09-25
sherlockholmesconsultingdetective,Sherlock Holmes: Consulting Detective,,Sherlock Holmes no Tantei Kōza: Sherlock Holmes: Consulting Detective,シャーロックホームズの探偵講座 Sherlock Holmes: Consulting Detective,1991-07-26
sherlockholmesconsultingdetectivevol2,Sherlock Holmes: Consulting Detective Vol. II,,Sherlock Holmes: Consulting Detective Vol. II,,1993-05-28
shinmegamitensei,Shin Megami Tensei,真・女神転生,Shin Megami Tensei,真・女神転生,1993-12-25
shinnihonprowrestling94battlefieldintoukyoudome,Shin Nihon Pro Wrestling: '94 Battlefield in Tōkyō Dome,新日本プロレスリング '94 Battlefield in 闘強導夢,Shin Nihon Pro Wrestling: '94 Battlefield in Tōkyō Dome,新日本プロレスリング '94 Battlefield バトルフィールド in 闘強導夢,1994-11-25
shinonryousenki,Shin Onryō Senki,真怨霊戦記,Shin Onryō Senki,真怨霊戦記,1995-09-22
shougidatabasekiyuu,Shōgi Database Kiyū,将棋データベース 棋友,Shōgi Database Kiyū,将棋データベース 棋友,1995-10-27
simearth,SimEarth: The Living Planet,,SimEarth: The Living Planet,SimEarth シムアース The Living Planet,1993-01-14
slotgambler,Slot Gambler,スロット勝負師 ぎゃんぶら~ Slot Gambler,Slot Gambler,スロット勝負師 ギャンブラー,1995-04-28
snatcher,Snatcher CD・ROMantic,Cyber Punk Adventure: Snatcher CD・ROMantic,Snatcher CD・ROMantic,サイバーパンク・アドベンチャー●スナッチャー Snatcher CD・ROMantic,1992-10-23
solbianca,Sol・Bianca,,Sol・Bianca,Sol・Bianca ソル・ビアンカ,1990-06-29
solmoonarge,Sol Moonarge,Sol Moonarge ソル：モナージュ,Sol Moonarge,Sol Moonarge ソル：モナージュ,1994-01-07
solidforce,Solid Force,,Solid Force,,1995-03-17
sorcerian,Sorcerian,,Sorcerian,,1992-07-17
sotsugyougraduation,Sotsugyō: Graduation,卒業 Graduation,Sotsugyō: Graduation,卒業 Graduation グラデュエーション,1993-07-30
sotsugyougraduation,Sotsugyō: Graduation,卒業 Graduation,Sotsugyō: Graduation,卒業 Graduation グラデュエーション,
sotsugyou2neogeneration,Sotsugyō II: Neo Generation,卒業II: Neo Generation,Sotsugyō II: Neo Generation,卒業II: Neo Generation,1994-12-23
sotsugyoushashinmiki,Sotsugyō Shashin: Miki,卒業写真 Photograph 美姫 Miki,Sotsugyō Shashin: Miki,卒業写真 美姫,1994-10-28
spaceadventurecobraknd,Space Adventure Cobra: Kokuryūō no Densetsu,Space Adventure コブラ 黒竜王の伝説,Space Adventure Cobra: Kokuryūō no Densetsu,Space Adventure コブラ 黒竜王の伝説,1989-03-31
spaceadventurecobra2dno,Space Adventure Cobra II: Densetsu no Otoko,Space Adventure コブラII 伝説の男,Space Adventure Cobra II: Densetsu no Otoko,Space Adventure コブラII 伝説の男,1991-06-07
spaceinvaders,Space Invaders: The Original Game,,Space Invaders: The Original Game: PC-Engine Version,,1995-07-28
splashlake,Splash Lake: Ostrich Daibōken,Splash Lake オストリッチ大冒険,Splash Lake,Splash Lake スプラッシュレイク,1991-06-28
sprigganmark2etp,Spriggan Mark 2: Re-Terraform Project,,Spriggan Mark 2: Re-Terraform Project,,1992-05-01
starbreaker,Star Breaker,,Star Breaker,,1994-02-10
starmobile,Star Mobile,,Star Mobile,Star Mobile スターモビール,1992-10-02
starparodier,Star Parodier: Super Sungee Shooting,Star パロジャー スーパーすんげーシューティング,Star Parodier: Super Sungee Shooting,Star パロジャー スーパーすんげーシューティング,1992-04-24
startlingodyssey,Startling Odyssey,,Startling Odyssey,Startling Odyssey スタートリング オデッセイ,1993-10-22
startlingodyssey2maryuusensou,Startling Odyssey II: Maryū Sensō,Startling Odyssey スタートリング オデッセイ II 魔境戦争,Startling Odyssey II: Maryū Sensō,Startling Odyssey スタートリング オデッセイ II 魔境戦争,1994-10-21
steamhearts,Steam-Heart's,,Steam-Heart's,Steam-Heart's スチーム・ハーツ,1996-03-22
striderhiryuu,Strider Hiryū,ストライダー飛竜,Strider Hiryū,ストライダー飛竜,1994-09-22
summercarnival92alzadick,Summer Carnival '92: Alzadick,,Summer Carnival '92: Alzadick,Summer Carnival '92: Alzadick アルザディック,1992-07-17
superalbatross,Super Albatross,Super アルバトロス,Super Albatross,Super アルバトロス,1989-09-14
superdaisenryaku,Super Daisenryaku,Super 大戦略,Super Daisenryaku,Super 大戦略,1990-04-30
darius,Super Darius,,Super Darius,Super Darius スーパーダライアス,1990-03-16
darius,Super Darius,,Super Darius,Super Darius スーパーダライアス,1990-03-16
darius2,Super Darius II,,Super Darius II,Super Darius II スーパーダライアス II,1993-12-24
supermahjongtaikai,Super Mahjong Taikai,Super 麻雀大会,Super Mahjong Taikai,Super スーパー 麻雀大会,1992-12-28
raiden,Super Raiden,Super 雷電 Raiden,Super Raiden,Super 雷電,1992-04-02
superrealmahjongp23custom,Super Real Mahjong PII・III Custom,Super リアル麻雀 PII・III カストム,Super Real Mahjong PII・III Custom,Super リアル麻雀 PII・III カストム,1994-08-05
superrealmahjongp4,Super Real Mahjong PIV Custom,Super リアル麻雀 PIV カスタム,Super Real Mahjong PIV Custom,Super リアル麻雀 PIV カスタム,1993-12-17
superrealmahjongp5,Super Real Mahjong P.V Custom,スーパー リアル麻雀 P.V カスタム,Super Real Mahjong P.V Custom,スーパー リアル麻雀 P.V カスタム,1995-03-03
superrealmahjongspecialmksno,Super Real Mahjong Special: Miki Kasumi Shōko no Omoide,Super アル麻雀 Special ミキ・カスミ・ショウコの思いで,Super Real Mahjong Special: Miki Kasumi Shōko no Omoide yori,Super アル麻雀 Special ミキ・カスミ・ショウコの思い出より,1992-12-18
swordmaster,Sword Master,,Sword Master,Sword Master ソードマスター,1993-11-19
sylphia,Sylphia,,Sylphia,Sylphia シルフィア,1993-10-22
tadaimayuushaboshuuchuu,Tadaima Yūsha Boshūchū,ただいま勇者募集中,Tadaima Yūsha Boshūchū,ただいま勇者募集中,1993-11-26
taiheiki,Taiheiki,太平記,Taiheiki,太平記,1991-12-13
tanjoudebut,Tanjō: Debut,誕生 Debut,Tanjō: Debut,誕生 Debut,1994-09-22
tecmoworldcup90,Tecmo World Cup Super Soccer,,Tecmo World Cup Super Soccer,Tecmo World Cup Super Soccer ワールドカップスーパーサッカー,1992-12-04
tenchimuyouryououki,Tenchi Muyō! Ryōōki,天地無用! 魎皇鬼,Tenchi Muyō! Ryōōki,天地無用! 魎皇鬼,1995-05-26
tenchiwokurau,Tenchi wo Kurau,天地を喰らう,Tenchi wo Kurau,天地を喰らう,1994-06-17
tengaimakyouziria,Tengai Makyō: Far East of Eden,天外魔境 Far East of Eden,Tengai Makyō: Far East of Eden: Ziria,天外魔境 Far East of Eden: Ziria,1989-06-30
tengaimakyouziria,Tengai Makyō: Far East of Eden,天外魔境 Far East of Eden,Tengai Makyō: Far East of Eden: Ziria,天外魔境 Far East of Eden: Ziria,
tengaimakyouziria,Tengai Makyō: Far East of Eden,天外魔境 Far East of Eden,Tengai Makyō: Far East of Eden: Ziria (Hibaihin),天外魔境 Far East of Eden: Ziria (非売品),
tengaimakyou2manjimaru,Tengai Makyō II: Far East of Eden,天外魔境II Far East of Eden,Tengai Makyō II: Far East of Eden: Manji Maru,天外魔境II Far East of Eden 卍Maru,1992-03-26
tenshinouta,Tenshi no Uta,天使の詩,Tenshi no Uta,天使の詩,1991-10-25
tenshinouta2datenshinosentaku,Tenshi no Uta II: Datenshi no Sentaku,天使の詩II 堕天使の選,Tenshi no Uta II: Datenshi no Sentaku,天使の詩II 堕天使の選,1993-03-26
terraforming,TerraForming,,TerraForming,TerraForming テラフォーミング,1992-05-01
theatlas,The Atlas for PC Engine,,The Atlas: Renaissance Voyager,,1994-03-04
andrepanzakickboxing,The Kick Boxing,,The Kick Boxing,The Kick Boxing ザ・キックボクシング,1991
kazenodensetsuxanadu,The Legend of Xanadu: Kaze no Densetsu Xanadu,The Legend of Xanadu 風の伝説ザナドゥ,The Legend of Xanadu: Kaze no Densetsu Xanadu,The Legend of Xanadu 風の伝説ザナドゥ,1994-02-18
themanhole,The Manhole,,The Manhole,,1991-03-22
theproyakyuu,The Pro Yakyū,ザ・プロ野球,The Pro Yakyū,ザ・プロ野球,1990-10-05
